employee_id,name,age,gender,city,department,salary,join_date,years_experience
1794,Ayesha,27.0,Female,Rawalpindi,Finance,122492.0,2025-07-28,5.0
1546,Hina,50.0,Male,Wah Cantt,Support,127510.62442040186,2022-11-01,11.3
1778,Asad,55.0,Female,Rawalpindi,Finance,87526.0,2018-10-08,3.8
1429,Adeel,53.0,Female,Multan,Finance,129303.0,2025-05-06,19.5
1142,Asad,39.21563342318059,Male,Karachi,Operations,203081.0,2022-03-01,9.72381679389313
1368,Asad,35.0,Male,Multan,Sales,58073.0,2023-01-06,2.4
1106,Ali,23.0,Female,Multan,Support,127510.62442040186,Unknown,4.3
1026,Fahad,53.0,Male,Multan,Support,97570.0,2022-06-10,13.4
1417,Anum,39.21563342318059,Unknown,Quetta,Sales,134145.0,2019-06-26,9.72381679389313
1463,Sara,37.0,Male,Sialkot,Finance,82606.0,2020-10-21,16.6
1215,Hira,22.0,Male,Faisalabad,Operations,160670.0,2021-09-25,19.1
1567,Mariam,44.0,Female,Wah Cantt,Finance,174052.0,2018-02-18,18.5
1349,Usman,47.0,Male,Rawalpindi,Support,135484.0,2018-06-04,4.0
1236,Amna,44.0,Male,Rawalpindi,HR,105361.0,2019-08-21,3.3
1671,Mariam,58.0,Male,Karachi,Engineering,96849.0,2020-06-11,2.1
1228,Anum,24.0,Female,Karachi,Finance,82016.0,2018-03-06,11.7
1180,Talha,52.0,Female,Rawalpindi,HR,122304.0,2023-10-29,9.72381679389313
1370,Waleed,39.0,Female,Multan,Marketing,124352.0,2018-08-11,16.9
1605,Sadia,24.0,Male,Peshawar,Finance,112749.0,Unknown,10.8
1305,Ali,37.0,Female,Peshawar,HR,188089.0,2019-10-16,5.0
1088,Rabia,29.0,Male,Sialkot,Finance,104474.0,2024-12-27,13.0
1626,Kashif,56.0,Male,Wah Cantt,Operations,127510.62442040186,2023-07-03,16.5
1039,Amna,32.0,Female,Quetta,Engineering,198356.0,2025-06-10,14.4
1780,Rizwan,22.0,Female,Islamabad,Engineering,216723.0,Unknown,4.3
1403,Kashif,42.0,Female,Islamabad,Operations,127510.62442040186,2018-12-02,17.2
1492,Zara,42.0,Male,Rawalpindi,HR,114906.0,Unknown,16.4
1789,Saad,51.0,Male,Rawalpindi,Marketing,127510.62442040186,2025-04-15,4.1
1504,Bilal,55.0,Female,Wah Cantt,Support,73147.0,2021-07-29,19.2
1446,Sana,26.0,Male,Wah Cantt,Finance,127510.62442040186,2024-04-02,6.9
1433,Mahnoor,52.0,Female,Wah Cantt,Finance,216978.0,Unknown,9.7
1692,Junaid,29.0,Male,Multan,HR,73960.0,2020-07-30,0.7
1076,Hira,36.0,Male,Sialkot,Marketing,211234.0,2024-06-18,15.3
1112,Saad,40.0,Male,Peshawar,Marketing,127510.62442040186,2022-10-29,15.9
1299,Usman,32.0,Female,Peshawar,HR,127510.62442040186,2020-11-26,0.4
1573,Fatima,49.0,Male,Faisalabad,Support,216461.0,2020-11-20,15.6
1727,Noor,23.0,Female,Rawalpindi,Support,185616.0,2025-01-31,19.5
1687,Saad,39.21563342318059,Male,Sialkot,Support,181014.0,2018-08-02,18.6
1037,Ayesha,36.0,Unknown,Wah Cantt,Finance,127510.62442040186,2022-11-15,14.6
1585,Kashif,39.21563342318059,Male,Wah Cantt,Engineering,127510.62442040186,2024-11-26,1.3
1570,Omar,31.0,Female,Lahore,Sales,52813.0,2022-08-12,10.5
1347,Usman,32.0,Female,Karachi,Marketing,72545.0,2020-01-09,9.8
1097,Fatima,48.0,Unknown,Multan,Marketing,58627.0,2021-08-31,3.5
1628,Ayesha,38.0,Female,Karachi,HR,42456.0,2021-02-09,19.9
1319,Rabia,54.0,Female,Quetta,Marketing,60143.0,Unknown,11.0
1509,Saad,40.0,Female,Rawalpindi,Marketing,127510.62442040186,2022-04-08,9.72381679389313
1050,Talha,50.0,Female,Quetta,Engineering,127510.62442040186,Unknown,18.0
1637,Saad,34.0,Male,Multan,Marketing,55605.0,2025-09-30,1.6
1151,Rabia,21.0,Male,Rawalpindi,Marketing,207255.0,2024-07-11,2.7
1326,Usman,22.0,Male,Peshawar,Operations,87931.0,2024-09-03,6.4
1190,Rabia,57.0,Female,Multan,Engineering,202233.0,2018-08-04,8.3
1749,Sara,40.0,Male,Peshawar,HR,137220.0,2021-08-03,8.3
1335,Saad,32.0,Female,Sialkot,Sales,201568.0,2025-08-22,4.8
1427,Hamza,34.0,Male,Peshawar,Finance,135748.0,2024-11-19,9.72381679389313
1318,Waleed,39.21563342318059,Female,Islamabad,Operations,61544.0,2020-04-21,9.72381679389313
1645,Amna,48.0,Female,Karachi,Marketing,147187.0,2018-10-13,18.8
1396,Mariam,28.0,Female,Peshawar,Finance,113133.0,2018-02-15,17.5
1598,Omar,28.0,Unknown,Peshawar,Engineering,70783.0,2023-03-22,8.4
1307,Anum,57.0,Female,Karachi,Finance,182615.0,2023-07-10,6.2
1556,Noor,55.0,Male,Faisalabad,Engineering,83704.0,2024-10-12,11.6
1281,Rabia,35.0,Female,Lahore,Operations,65405.0,Unknown,1.1
1412,Adeel,28.0,Female,Sialkot,Marketing,169883.0,2020-05-16,3.7
1226,Waleed,22.0,Male,Quetta,Operations,179887.0,2018-08-18,14.1
1292,Sara,34.0,Female,Sialkot,Support,155182.0,2024-07-06,10.1
1558,Fahad,50.0,Male,Peshawar,Engineering,127510.62442040186,2018-11-17,17.8
1477,Asad,37.0,Female,Sialkot,HR,55430.0,2023-10-29,2.0
1152,Iqra,41.0,Male,Sialkot,Support,200605.0,2019-07-07,14.3
1080,Zara,51.0,Female,Multan,Operations,178974.0,2021-03-25,17.6
1264,Junaid,45.0,Male,Wah Cantt,Operations,199577.0,2022-03-17,1.5
1476,Anum,33.0,Male,Sialkot,Engineering,127510.62442040186,2022-08-31,15.9
1084,Junaid,46.0,Male,Rawalpindi,Engineering,109144.0,Unknown,20.0
1534,Kashif,52.0,Female,Rawalpindi,Support,84862.0,2023-06-04,6.2
1528,Junaid,20.0,Male,Wah Cantt,Sales,127510.62442040186,2018-04-30,3.9
1710,Sadia,21.0,Female,Wah Cantt,Finance,205325.0,2022-11-20,3.8
1630,Ali,36.0,Unknown,Peshawar,Finance,118802.0,2025-10-10,7.1
1480,Amna,30.0,Male,Faisalabad,Support,179200.0,2022-03-03,15.3
1699,Hina,35.0,Male,Karachi,Support,77713.0,2022-07-07,12.9
1277,Adeel,20.0,Male,Multan,Engineering,183997.0,2022-02-05,13.7
1521,Hina,39.21563342318059,Unknown,Lahore,Sales,127510.62442040186,2022-01-15,1.9
1274,Rizwan,26.0,Female,Faisalabad,Engineering,127152.0,2021-07-12,5.0
1532,Hira,44.0,Female,Sialkot,Support,43291.0,2022-08-23,9.9
1474,Ayesha,26.0,Male,Faisalabad,Marketing,81829.0,2020-04-07,9.7
1136,Bilal,57.0,Female,Sialkot,Sales,127510.62442040186,2025-12-13,6.2
1464,Junaid,35.0,Male,Lahore,Finance,87213.0,2019-01-20,13.3
1553,Saad,44.0,Male,Faisalabad,Operations,208667.0,2023-04-30,3.8
1387,Hina,46.0,Female,Lahore,Finance,126593.0,2020-05-23,6.6
1739,Ayesha,39.21563342318059,Female,Faisalabad,Support,65865.0,2021-06-02,6.1
1707,Omar,31.0,Female,Islamabad,Support,211530.0,2022-11-12,0.4
1342,Waleed,51.0,Male,Wah Cantt,Marketing,136783.0,Unknown,16.3
1057,Talha,32.0,Unknown,Quetta,HR,61712.0,Unknown,9.72381679389313
1779,Saad,39.21563342318059,Male,Rawalpindi,Engineering,196507.0,2022-09-11,3.2
1023,Amna,51.0,Male,Peshawar,Operations,127510.62442040186,2024-01-30,15.0
1276,Rabia,45.0,Female,Islamabad,Unknown,136157.0,2020-09-14,12.8
1034,Sadia,30.0,Female,Wah Cantt,Sales,122080.0,2025-07-06,5.3
1253,Zara,39.21563342318059,Female,Multan,HR,127510.62442040186,2018-12-14,6.3
1460,Waleed,39.21563342318059,Male,Rawalpindi,Operations,84227.0,2018-03-21,9.72381679389313
1766,Noor,46.0,Female,Peshawar,HR,164911.0,2023-10-20,17.7
1314,Kashif,20.0,Male,Lahore,Sales,126876.0,2019-03-19,1.0
1730,Omar,44.0,Male,Sialkot,Sales,91029.0,2023-09-27,6.2
1358,Anum,33.0,Male,Islamabad,Engineering,38342.0,Unknown,13.4
1748,Ayesha,54.0,Female,Quetta,Marketing,101992.0,2019-09-24,19.0
1359,Bilal,52.0,Female,Karachi,Sales,154734.0,2020-12-17,1.0
1769,Ali,50.0,Male,Faisalabad,Engineering,100643.0,2019-03-18,4.8
1111,Saad,48.0,Male,Lahore,Finance,52218.0,Unknown,9.72381679389313
1700,Ayesha,39.0,Female,Sialkot,Marketing,129121.0,2022-02-14,4.0
1321,Hina,38.0,Female,Rawalpindi,Finance,139193.0,2023-06-27,9.72381679389313
1231,Hira,45.0,Male,Lahore,Operations,153109.0,2020-07-23,11.1
1186,Adeel,44.0,Female,Quetta,Sales,178202.0,2025-07-31,12.2
1054,Ali,54.0,Female,Quetta,Sales,205853.0,2018-05-08,4.0
1062,Omar,39.21563342318059,Male,Lahore,Sales,170430.0,2018-12-17,14.4
1555,Amna,47.0,Male,Peshawar,Finance,127510.62442040186,Unknown,9.72381679389313
1138,Omar,51.0,Female,Peshawar,Support,55228.0,2019-02-19,9.72381679389313
1235,Hira,40.0,Male,Peshawar,HR,136659.0,2024-04-10,11.4
1609,Zara,42.0,Female,Rawalpindi,Sales,127510.62442040186,2025-08-10,18.0
1263,Usman,46.0,Male,Wah Cantt,Marketing,218874.0,2020-10-19,14.2
1114,Omar,47.0,Male,Peshawar,Support,215046.0,2018-10-02,16.6
1722,Adeel,26.0,Female,Multan,Finance,76165.0,2025-12-10,15.2
1119,Fahad,45.0,Male,Lahore,HR,127510.62442040186,2020-05-31,8.4
1642,Anum,33.0,Female,Multan,Marketing,150255.0,2020-01-11,19.6
1271,Ali,20.0,Female,Rawalpindi,Marketing,160226.0,2020-07-26,1.8
1077,Sana,53.0,Male,Wah Cantt,Operations,201405.0,2019-01-09,7.0
1022,Rizwan,23.0,Male,Islamabad,Engineering,104521.0,2021-03-14,9.72381679389313
1683,Hina,56.0,Male,Peshawar,Operations,153936.0,2019-05-01,14.3
1752,Anum,21.0,Female,Faisalabad,Support,127510.62442040186,2025-04-22,6.1
1008,Rizwan,40.0,Female,Islamabad,Marketing,72452.0,2019-07-26,9.72381679389313
1353,Rabia,28.0,Male,Faisalabad,Engineering,67286.0,2025-12-22,7.5
1740,Ali,29.0,Unknown,Wah Cantt,Operations,114996.0,2020-06-02,16.4
1494,Mariam,29.0,Male,Wah Cantt,Engineering,114984.0,2023-04-14,9.72381679389313
1379,Amna,54.0,Female,Lahore,Operations,41624.0,2019-08-19,13.4
1758,Hira,41.0,Male,Karachi,Engineering,194589.0,2018-01-18,13.5
1262,Hira,54.0,Male,Unknown,Marketing,127510.62442040186,2020-12-31,19.7
1771,Ayesha,25.0,Female,Quetta,Support,216761.0,2019-06-07,18.4
1354,Junaid,39.21563342318059,Female,Multan,Operations,208531.0,2025-05-01,1.0
1375,Asad,57.0,Male,Karachi,Sales,68654.0,Unknown,12.1
1306,Hamza,54.0,Female,Wah Cantt,Engineering,128009.0,2019-12-23,11.9
1764,Fahad,31.0,Unknown,Multan,Sales,68405.0,2024-05-23,17.6
1025,Amna,35.0,Female,Karachi,HR,127510.62442040186,Unknown,9.72381679389313
1569,Mahnoor,26.0,Unknown,Islamabad,HR,212023.0,Unknown,9.72381679389313
1440,Sana,54.0,Male,Rawalpindi,Sales,214919.0,2023-02-16,14.0
1563,Hamza,36.0,Female,Peshawar,Sales,190128.0,2025-05-23,7.4
1109,Adeel,27.0,Female,Peshawar,Finance,127510.62442040186,2019-03-23,9.72381679389313
1455,Noor,53.0,Female,Rawalpindi,Support,176470.0,2019-01-02,6.2
1020,Iqra,48.0,Female,Wah Cantt,Engineering,156275.0,2018-11-05,9.72381679389313
1543,Hamza,43.0,Female,Sialkot,Engineering,120134.0,2023-06-20,1.3
1657,Mariam,35.0,Unknown,Islamabad,Sales,114930.0,2021-10-14,0.4
1270,Noor,25.0,Male,Peshawar,Support,55431.0,2024-08-28,10.4
1378,Saad,31.0,Female,Quetta,Operations,65252.0,2024-04-22,11.7
1568,Talha,40.0,Female,Karachi,HR,127510.62442040186,2025-04-24,6.7
1495,Zain,33.0,Male,Wah Cantt,Support,198326.0,2025-10-18,9.72381679389313
1367,Bilal,51.0,Female,Karachi,Engineering,127510.62442040186,2020-07-01,12.9
1797,Mahnoor,55.0,Male,Wah Cantt,HR,117070.0,2022-10-23,4.2
1173,Rabia,42.0,Male,Peshawar,Operations,118654.0,2023-03-26,5.3
1413,Hira,27.0,Female,Karachi,Engineering,161226.0,2023-05-17,11.8
1646,Hina,20.0,Female,Islamabad,Engineering,172012.0,2019-05-04,9.72381679389313
1723,Rabia,26.0,Female,Karachi,HR,67239.0,2022-12-04,15.4
1660,Mahnoor,41.0,Female,Multan,Operations,87889.0,2025-02-15,9.72381679389313
1410,Asad,39.21563342318059,Female,Karachi,Sales,133739.0,Unknown,13.1
1092,Hina,31.0,Male,Sialkot,Marketing,127510.62442040186,2019-08-10,9.2
1781,Rabia,41.0,Male,Lahore,Marketing,36763.0,2018-02-10,9.72381679389313
1447,Ayesha,39.21563342318059,Male,Wah Cantt,Sales,109608.0,2021-08-24,9.7
1470,Zara,28.0,Female,Karachi,Engineering,181544.0,2024-02-02,3.8
1445,Iqra,40.0,Female,Karachi,Operations,139438.0,2025-09-29,1.2
1163,Amna,42.0,Female,Sialkot,Marketing,113631.0,2025-12-25,9.72381679389313
1604,Ali,49.0,Male,Unknown,Marketing,83482.0,2025-01-11,14.1
1649,Sana,52.0,Male,Quetta,Operations,67031.0,2023-06-28,4.6
1261,Saad,39.21563342318059,Female,Lahore,HR,89164.0,Unknown,7.0
1647,Ayesha,30.0,Female,Faisalabad,Sales,127510.62442040186,2022-07-14,4.7
1544,Zara,50.0,Female,Multan,Marketing,127510.62442040186,2019-06-06,2.1
1121,Hamza,48.0,Female,Peshawar,Engineering,143575.0,2020-06-01,2.3
1763,Ayesha,39.21563342318059,Male,Wah Cantt,Engineering,179647.0,Unknown,9.72381679389313
1706,Asad,45.0,Male,Wah Cantt,HR,127510.62442040186,2023-02-07,12.5
1269,Hina,37.0,Female,Karachi,HR,132476.0,2018-08-01,12.5
1158,Hamza,23.0,Male,Multan,Operations,43163.0,2024-10-24,0.7
1115,Noor,26.0,Male,Lahore,Engineering,127510.62442040186,2024-04-19,13.4
1094,Saad,36.0,Female,Faisalabad,Engineering,161670.0,2020-08-29,9.72381679389313
1432,Ali,36.0,Female,Rawalpindi,Operations,181441.0,2023-08-23,6.8
1208,Sara,39.21563342318059,Male,Islamabad,Support,52639.0,2024-08-29,8.9
1278,Junaid,24.0,Unknown,Quetta,Sales,103730.0,2018-06-13,19.0
1615,Junaid,23.0,Female,Multan,Marketing,127510.62442040186,2019-10-21,5.7
1652,Iqra,41.0,Female,Karachi,Finance,147828.0,2022-04-21,6.3
1694,Ayesha,29.0,Female,Lahore,Support,109479.0,2019-11-21,9.72381679389313
1135,Bilal,41.0,Female,Multan,Engineering,109487.0,Unknown,17.5
1718,Hina,32.0,Female,Karachi,Finance,164427.0,2020-08-19,11.1
1286,Anum,29.0,Female,Islamabad,Finance,93855.0,2020-10-13,18.3
1487,Sara,40.0,Unknown,Sialkot,Operations,166701.0,2019-09-20,13.5
1564,Hamza,35.0,Female,Peshawar,Finance,124875.0,Unknown,18.7
1519,Bilal,39.21563342318059,Male,Lahore,Engineering,127510.62442040186,2020-04-30,3.7
1205,Hina,28.0,Female,Quetta,Sales,133958.0,2018-11-25,2.7
1592,Adeel,34.0,Male,Faisalabad,Operations,85782.0,2019-09-04,10.0
1001,Sara,21.0,Male,Sialkot,HR,182127.0,2025-04-15,8.4
1288,Rizwan,49.0,Female,Lahore,Finance,179989.0,2018-02-02,9.72381679389313
1169,Iqra,25.0,Female,Faisalabad,Support,127510.62442040186,2024-10-14,9.72381679389313
1655,Sana,57.0,Female,Multan,Operations,51101.0,2024-08-15,2.6
1578,Sana,47.0,Male,Sialkot,Engineering,35867.0,2025-09-24,9.72381679389313
1297,Usman,25.0,Female,Islamabad,Operations,212519.0,2020-12-01,0.6
1634,Ayesha,33.0,Male,Quetta,HR,127510.62442040186,2025-09-25,9.72381679389313
1484,Zara,57.0,Female,Karachi,HR,127510.62442040186,Unknown,18.4
1122,Ayesha,39.21563342318059,Female,Peshawar,Finance,46905.0,Unknown,1.1
1784,Ali,28.0,Female,Wah Cantt,Support,114972.0,2020-09-10,16.2
1341,Hamza,39.0,Male,Multan,Marketing,127510.62442040186,2022-07-14,13.6
1189,Zara,48.0,Female,Peshawar,Finance,176184.0,2024-04-21,9.72381679389313
1273,Waleed,30.0,Female,Peshawar,Support,127510.62442040186,2025-09-13,17.2
1219,Anum,39.21563342318059,Female,Peshawar,Support,86430.0,2020-07-31,11.4
1662,Hamza,39.21563342318059,Male,Islamabad,Support,89981.0,2018-11-11,10.1
1559,Mariam,50.0,Female,Rawalpindi,Finance,195704.0,2021-11-08,15.6
1414,Ali,35.0,Male,Wah Cantt,Operations,127510.62442040186,Unknown,2.9
1593,Amna,22.0,Female,Multan,Support,148946.0,Unknown,16.1
1266,Waleed,42.0,Female,Islamabad,Operations,147628.0,2023-07-20,6.5
1676,Anum,48.0,Female,Rawalpindi,Engineering,55996.0,2023-04-14,18.5
1541,Waleed,39.21563342318059,Female,Sialkot,Engineering,127510.62442040186,2018-11-18,11.4
1267,Omar,39.21563342318059,Male,Karachi,Operations,125109.0,2018-07-08,12.5
1311,Rabia,47.0,Male,Karachi,HR,127510.62442040186,2019-12-20,6.1
1381,Ayesha,55.0,Female,Sialkot,Marketing,168935.0,2025-10-09,18.5
1562,Mahnoor,21.0,Female,Islamabad,Marketing,167538.0,2021-02-12,2.7
1043,Omar,25.0,Female,Quetta,Finance,73627.0,2018-07-09,9.72381679389313
1577,Waleed,20.0,Male,Rawalpindi,Support,218515.0,Unknown,0.1
1031,Ali,41.0,Male,Islamabad,Engineering,179619.0,2024-04-16,2.2
1641,Bilal,39.21563342318059,Male,Peshawar,Operations,85213.0,2019-12-05,0.1
1051,Mariam,37.0,Female,Wah Cantt,Engineering,123114.0,2019-11-08,9.72381679389313
1531,Amna,41.0,Male,Sialkot,Engineering,43171.0,2022-03-17,9.72381679389313
1777,Usman,50.0,Male,Peshawar,Support,127510.62442040186,2024-07-30,9.72381679389313
1552,Ali,55.0,Female,Multan,HR,96667.0,Unknown,7.9
1602,Talha,50.0,Male,Wah Cantt,Marketing,127510.62442040186,2018-02-20,19.0
1583,Talha,27.0,Male,Quetta,Support,186872.0,2018-10-23,14.7
1172,Hina,48.0,Female,Sialkot,Support,127510.62442040186,2019-08-12,17.2
1141,Fatima,50.0,Female,Multan,Engineering,156026.0,2022-04-14,10.5
1416,Sadia,50.0,Female,Karachi,Finance,187737.0,2024-12-27,5.3
1735,Bilal,25.0,Female,Multan,Finance,91304.0,2018-11-16,13.5
1150,Iqra,52.0,Female,Karachi,Engineering,158243.0,2025-02-16,19.6
1485,Rabia,40.0,Female,Karachi,Support,191036.0,Unknown,7.6
1481,Asad,39.21563342318059,Female,Karachi,Operations,127510.62442040186,2020-11-06,19.2
1571,Zara,34.0,Male,Rawalpindi,Finance,127510.62442040186,2019-01-12,18.8
1479,Junaid,56.0,Male,Sialkot,Support,62289.0,2020-01-09,8.0
1418,Sadia,52.0,Male,Peshawar,Support,81510.0,Unknown,9.72381679389313
1796,Junaid,20.0,Male,Sialkot,Sales,94658.0,2020-05-09,9.72381679389313
1624,Rabia,46.0,Female,Islamabad,Support,143578.0,Unknown,1.7
1560,Kashif,52.0,Unknown,Karachi,Finance,127514.0,2021-03-30,9.72381679389313
1030,Zain,41.0,Male,Rawalpindi,Operations,100829.0,2019-01-14,16.6
1668,Noor,22.0,Female,Rawalpindi,HR,42639.0,2021-02-11,3.5
1320,Usman,23.0,Male,Rawalpindi,Finance,127510.62442040186,2023-05-22,1.9
1606,Mahnoor,39.21563342318059,Male,Peshawar,Finance,48516.0,2022-04-18,9.3
1027,Kashif,40.0,Male,Quetta,Support,127510.62442040186,2020-05-23,5.3
1230,Mahnoor,25.0,Female,Multan,Support,149580.0,2018-11-08,9.72381679389313
1056,Hira,58.0,Female,Sialkot,Operations,186698.0,Unknown,13.5
1581,Sana,25.0,Male,Peshawar,Finance,85618.0,2024-08-25,9.8
1513,Bilal,52.0,Female,Rawalpindi,HR,138040.0,2021-08-17,0.5
1557,Saad,52.0,Female,Sialkot,Finance,43771.0,2024-05-16,14.1
1501,Mariam,29.0,Male,Rawalpindi,HR,58014.0,Unknown,17.5
1590,Kashif,46.0,Female,Quetta,Finance,191309.0,Unknown,19.0
1095,Fatima,38.0,Male,Faisalabad,Sales,183354.0,2024-10-19,16.7
1620,Usman,55.0,Female,Wah Cantt,Marketing,196879.0,2023-01-01,1.8
1498,Rizwan,40.0,Female,Lahore,Marketing,127510.62442040186,2023-02-19,18.5
1087,Talha,29.0,Female,Multan,Engineering,61309.0,2019-02-13,18.2
1220,Sana,55.0,Male,Karachi,Operations,155803.0,2021-12-13,9.72381679389313
1147,Rabia,58.0,Female,Rawalpindi,Sales,97295.0,2019-05-15,9.72381679389313
1716,Sana,42.0,Female,Rawalpindi,Engineering,189051.0,2024-10-02,2.6
1268,Ali,27.0,Male,Quetta,Engineering,147145.0,2025-09-21,17.6
1213,Sadia,29.0,Female,Lahore,HR,127510.62442040186,2023-12-11,7.8
1653,Kashif,49.0,Female,Karachi,HR,78029.0,2022-10-31,6.2
1640,Ali,25.0,Male,Rawalpindi,Marketing,127327.0,Unknown,9.72381679389313
1000,Waleed,27.0,Male,Lahore,Engineering,71579.0,2025-08-03,1.7
