employee_id,name,age,gender,city,department,salary,join_date,years_experience
1453,Rabia,38,Male,Multan,Engineering,42489,2025-06-10,17.2
1118,Hira,55,Male,Wah Cantt,Marketing,106636,2021-10-23,0.1
1736,Fahad,55,Male,Wah Cantt,,201844,2022-12-08,14.6
1322,Talha,31,Male,Peshawar,Marketing,151857,2020-12-14,9.3
1167,Noor,52,Female,Multan,Support,114724,2019-10-26,18.7
1599,Mariam,,Female,Lahore,Engineering,,2020-07-29,
1091,Omar,23,Female,Peshawar,Operations,73160,2023-12-16,11.3
1490,Junaid,28,Female,Faisalabad,Operations,,2020-03-14,
1374,Ayesha,48,,Rawalpindi,HR,165764,2023-12-13,11.1
1046,Amna,53,Male,Multan,Support,178621,2019-10-14,9.0
1033,Rizwan,42,Female,Faisalabad,Operations,,,15.0
1200,Zara,46,Female,Quetta,Operations,,2018-12-02,8.9
1224,Adeel,47,Female,Karachi,Support,98168,2024-12-13,5.0
1324,Mariam,55,Male,Multan,Finance,175381,2024-06-03,9.5
1591,Zara,46,Female,Islamabad,HR,,,
1060,Hira,54,Male,Faisalabad,Operations,119490,2018-12-21,17.6
1405,Talha,57,Female,Islamabad,Support,,2023-04-18,7.3
1512,Kashif,30,Female,Quetta,Operations,,2019-08-06,16.6
1072,Hina,20,Male,Quetta,Finance,111351,2020-08-06,14.1
1436,Bilal,55,Female,Islamabad,HR,,2021-01-07,18.9
1794,Ayesha,27,Female,Rawalpindi,Finance,122492,2025-07-28,5.0
1546,Hina,50,Male,Wah Cantt,Support,,2022-11-01,11.3
1778,Asad,55,Female,Rawalpindi,Finance,87526,2018-10-08,3.8
1429,Adeel,53,Female,Multan,Finance,129303,2025-05-06,19.5
1142,Asad,,Male,Karachi,Operations,203081,2022-03-01,
1368,Asad,35,Male,Multan,Sales,58073,2023-01-06,2.4
1106,Ali,23,Female,Multan,Support,,,4.3
1026,Fahad,53,Male,Multan,Support,97570,2022-06-10,13.4
1417,Anum,,,Quetta,Sales,134145,2019-06-26,
1463,Sara,37,Male,Sialkot,Finance,82606,2020-10-21,16.6
1215,Hira,22,Male,Faisalabad,Operations,160670,2021-09-25,19.1
1567,Mariam,44,Female,Wah Cantt,Finance,174052,2018-02-18,18.5
1349,Usman,47,Male,Rawalpindi,Support,135484,2018-06-04,4.0
1236,Amna,44,Male,Rawalpindi,HR,105361,2019-08-21,3.3
1671,Mariam,58,Male,Karachi,Engineering,96849,2020-06-11,2.1
1228,Anum,24,Female,Karachi,Finance,82016,2018-03-06,11.7
1180,Talha,52,Female,Rawalpindi,HR,122304,2023-10-29,
1370,Waleed,39,Female,Multan,Marketing,124352,2018-08-11,16.9
1605,Sadia,24,Male,Peshawar,Finance,112749,,10.8
1305,Ali,37,Female,Peshawar,HR,188089,2019-10-16,5.0
1088,Rabia,29,Male,Sialkot,Finance,104474,2024-12-27,13.0
1626,Kashif,56,Male,Wah Cantt,Operations,,2023-07-03,16.5
1039,Amna,32,Female,Quetta,Engineering,198356,2025-06-10,14.4
1780,Rizwan,22,Female,Islamabad,Engineering,216723,,4.3
1403,Kashif,42,Female,Islamabad,Operations,,2018-12-02,17.2
1492,Zara,42,Male,Rawalpindi,HR,114906,,16.4
1789,Saad,51,Male,Rawalpindi,Marketing,,2025-04-15,4.1
1504,Bilal,55,Female,Wah Cantt,Support,73147,2021-07-29,19.2
1446,Sana,26,Male,Wah Cantt,Finance,,2024-04-02,6.9
1433,Mahnoor,52,Female,Wah Cantt,Finance,216978,,9.7
1692,Junaid,29,Male,Multan,HR,73960,2020-07-30,0.7
1076,Hira,36,Male,Sialkot,Marketing,211234,2024-06-18,15.3
1112,Saad,40,Male,Peshawar,Marketing,,2022-10-29,15.9
1299,Usman,32,Female,Peshawar,HR,,2020-11-26,0.4
1573,Fatima,49,Male,Faisalabad,Support,216461,2020-11-20,15.6
1727,Noor,23,Female,Rawalpindi,Support,185616,2025-01-31,19.5
1687,Saad,,Male,Sialkot,Support,181014,2018-08-02,18.6
1037,Ayesha,36,,Wah Cantt,Finance,,2022-11-15,14.6
1585,Kashif,,Male,Wah Cantt,Engineering,,2024-11-26,1.3
1570,Omar,31,Female,Lahore,Sales,52813,2022-08-12,10.5
1347,Usman,32,Female,Karachi,Marketing,72545,2020-01-09,9.8
1097,Fatima,48,,Multan,Marketing,58627,2021-08-31,3.5
1628,Ayesha,38,Female,Karachi,HR,42456,2021-02-09,19.9
1319,Rabia,54,Female,Quetta,Marketing,60143,,11.0
1509,Saad,40,Female,Rawalpindi,Marketing,,2022-04-08,
1050,Talha,50,Female,Quetta,Engineering,,,18.0
1637,Saad,34,Male,Multan,Marketing,55605,2025-09-30,1.6
1151,Rabia,21,Male,Rawalpindi,Marketing,207255,2024-07-11,2.7
1326,Usman,22,Male,Peshawar,Operations,87931,2024-09-03,6.4
1190,Rabia,57,Female,Multan,Engineering,202233,2018-08-04,8.3
1749,Sara,40,Male,Peshawar,HR,137220,2021-08-03,8.3
1335,Saad,32,Female,Sialkot,Sales,201568,2025-08-22,4.8
1427,Hamza,34,Male,Peshawar,Finance,135748,2024-11-19,
1318,Waleed,,Female,Islamabad,Operations,61544,2020-04-21,
1645,Amna,48,Female,Karachi,Marketing,147187,2018-10-13,18.8
1396,Mariam,28,Female,Peshawar,Finance,113133,2018-02-15,17.5
1598,Omar,28,,Peshawar,Engineering,70783,2023-03-22,8.4
1307,Anum,57,Female,Karachi,Finance,182615,2023-07-10,6.2
1556,Noor,55,Male,Faisalabad,Engineering,83704,2024-10-12,11.6
1281,Rabia,35,Female,Lahore,Operations,65405,,1.1
1412,Adeel,28,Female,Sialkot,Marketing,169883,2020-05-16,3.7
1226,Waleed,22,Male,Quetta,Operations,179887,2018-08-18,14.1
1292,Sara,34,Female,Sialkot,Support,155182,2024-07-06,10.1
1558,Fahad,50,Male,Peshawar,Engineering,,2018-11-17,17.8
1477,Asad,37,Female,Sialkot,HR,55430,2023-10-29,2.0
1152,Iqra,41,Male,Sialkot,Support,200605,2019-07-07,14.3
1080,Zara,51,Female,Multan,Operations,178974,2021-03-25,17.6
1264,Junaid,45,Male,Wah Cantt,Operations,199577,2022-03-17,1.5
1476,Anum,33,Male,Sialkot,Engineering,,2022-08-31,15.9
1084,Junaid,46,Male,Rawalpindi,Engineering,109144,,20.0
1534,Kashif,52,Female,Rawalpindi,Support,84862,2023-06-04,6.2
1528,Junaid,20,Male,Wah Cantt,Sales,,2018-04-30,3.9
1710,Sadia,21,Female,Wah Cantt,Finance,205325,2022-11-20,3.8
1630,Ali,36,,Peshawar,Finance,118802,2025-10-10,7.1
1480,Amna,30,Male,Faisalabad,Support,179200,2022-03-03,15.3
1699,Hina,35,Male,Karachi,Support,77713,2022-07-07,12.9
1277,Adeel,20,Male,Multan,Engineering,183997,2022-02-05,13.7
1521,Hina,,,Lahore,Sales,,2022-01-15,1.9
1274,Rizwan,26,Female,Faisalabad,Engineering,127152,2021-07-12,5.0
1532,Hira,44,Female,Sialkot,Support,43291,2022-08-23,9.9
1474,Ayesha,26,Male,Faisalabad,Marketing,81829,2020-04-07,9.7
1136,Bilal,57,Female,Sialkot,Sales,,2025-12-13,6.2
1464,Junaid,35,Male,Lahore,Finance,87213,2019-01-20,13.3
1553,Saad,44,Male,Faisalabad,Operations,208667,2023-04-30,3.8
1387,Hina,46,Female,Lahore,Finance,126593,2020-05-23,6.6
1739,Ayesha,,Female,Faisalabad,Support,65865,2021-06-02,6.1
1707,Omar,31,Female,Islamabad,Support,211530,2022-11-12,0.4
1342,Waleed,51,Male,Wah Cantt,Marketing,136783,,16.3
1057,Talha,32,,Quetta,HR,61712,,
1779,Saad,,Male,Rawalpindi,Engineering,196507,2022-09-11,3.2
1023,Amna,51,Male,Peshawar,Operations,,2024-01-30,15.0
1023,Amna,51,Male,Peshawar,Operations,,2024-01-30,15.0
1276,Rabia,45,Female,Islamabad,,136157,2020-09-14,12.8
1034,Sadia,30,Female,Wah Cantt,Sales,122080,2025-07-06,5.3
1253,Zara,,Female,Multan,HR,,2018-12-14,6.3
1460,Waleed,,Male,Rawalpindi,Operations,84227,2018-03-21,
1766,Noor,46,Female,Peshawar,HR,164911,2023-10-20,17.7
1314,Kashif,20,Male,Lahore,Sales,126876,2019-03-19,1.0
1730,Omar,44,Male,Sialkot,Sales,91029,2023-09-27,6.2
1358,Anum,33,Male,Islamabad,Engineering,38342,,13.4
1748,Ayesha,54,Female,Quetta,Marketing,101992,2019-09-24,19.0
1359,Bilal,52,Female,Karachi,Sales,154734,2020-12-17,1.0
1769,Ali,50,Male,Faisalabad,Engineering,100643,2019-03-18,4.8
1111,Saad,48,Male,Lahore,Finance,52218,,
1700,Ayesha,39,Female,Sialkot,Marketing,129121,2022-02-14,4.0
1321,Hina,38,Female,Rawalpindi,Finance,139193,2023-06-27,
1231,Hira,45,Male,Lahore,Operations,153109,2020-07-23,11.1
1186,Adeel,44,Female,Quetta,Sales,178202,2025-07-31,12.2
1054,Ali,54,Female,Quetta,Sales,205853,2018-05-08,4.0
1062,Omar,,Male,Lahore,Sales,170430,2018-12-17,14.4
1555,Amna,47,Male,Peshawar,Finance,,,
1138,Omar,51,Female,Peshawar,Support,55228,2019-02-19,
1235,Hira,40,Male,Peshawar,HR,136659,2024-04-10,11.4
1609,Zara,42,Female,Rawalpindi,Sales,,2025-08-10,18.0
1263,Usman,46,Male,Wah Cantt,Marketing,218874,2020-10-19,14.2
1114,Omar,47,Male,Peshawar,Support,215046,2018-10-02,16.6
1722,Adeel,26,Female,Multan,Finance,76165,2025-12-10,15.2
1119,Fahad,45,Male,Lahore,HR,,2020-05-31,8.4
1642,Anum,33,Female,Multan,Marketing,150255,2020-01-11,19.6
1271,Ali,20,Female,Rawalpindi,Marketing,160226,2020-07-26,1.8
1077,Sana,53,Male,Wah Cantt,Operations,201405,2019-01-09,7.0
1022,Rizwan,23,Male,Islamabad,Engineering,104521,2021-03-14,
1683,Hina,56,Male,Peshawar,Operations,153936,2019-05-01,14.3
1752,Anum,21,Female,Faisalabad,Support,,2025-04-22,6.1
1008,Rizwan,40,Female,Islamabad,Marketing,72452,2019-07-26,
1353,Rabia,28,Male,Faisalabad,Engineering,67286,2025-12-22,7.5
1740,Ali,29,,Wah Cantt,Operations,114996,2020-06-02,16.4
1494,Mariam,29,Male,Wah Cantt,Engineering,114984,2023-04-14,
1379,Amna,54,Female,Lahore,Operations,41624,2019-08-19,13.4
1758,Hira,41,Male,Karachi,Engineering,194589,2018-01-18,13.5
1262,Hira,54,Male,,Marketing,,2020-12-31,19.7
1771,Ayesha,25,Female,Quetta,Support,216761,2019-06-07,18.4
1354,Junaid,,Female,Multan,Operations,208531,2025-05-01,1.0
1375,Asad,57,Male,Karachi,Sales,68654,,12.1
1306,Hamza,54,Female,Wah Cantt,Engineering,128009,2019-12-23,11.9
1764,Fahad,31,,Multan,Sales,68405,2024-05-23,17.6
1025,Amna,35,Female,Karachi,HR,,,
1569,Mahnoor,26,,Islamabad,HR,212023,,
1440,Sana,54,Male,Rawalpindi,Sales,214919,2023-02-16,14.0
1563,Hamza,36,Female,Peshawar,Sales,190128,2025-05-23,7.4
1109,Adeel,27,Female,Peshawar,Finance,,2019-03-23,
1455,Noor,53,Female,Rawalpindi,Support,176470,2019-01-02,6.2
1020,Iqra,48,Female,Wah Cantt,Engineering,156275,2018-11-05,
1543,Hamza,43,Female,Sialkot,Engineering,120134,2023-06-20,1.3
1657,Mariam,35,,Islamabad,Sales,114930,2021-10-14,0.4
1270,Noor,25,Male,Peshawar,Support,55431,2024-08-28,10.4
1378,Saad,31,Female,Quetta,Operations,65252,2024-04-22,11.7
1568,Talha,40,Female,Karachi,HR,,2025-04-24,6.7
1495,Zain,33,Male,Wah Cantt,Support,198326,2025-10-18,
1367,Bilal,51,Female,Karachi,Engineering,,2020-07-01,12.9
1797,Mahnoor,55,Male,Wah Cantt,HR,117070,2022-10-23,4.2
1173,Rabia,42,Male,Peshawar,Operations,118654,2023-03-26,5.3
1413,Hira,27,Female,Karachi,Engineering,161226,2023-05-17,11.8
1646,Hina,20,Female,Islamabad,Engineering,172012,2019-05-04,
1723,Rabia,26,Female,Karachi,HR,67239,2022-12-04,15.4
1660,Mahnoor,41,Female,Multan,Operations,87889,2025-02-15,
1410,Asad,,Female,Karachi,Sales,133739,,13.1
1092,Hina,31,Male,Sialkot,Marketing,,2019-08-10,9.2
1781,Rabia,41,Male,Lahore,Marketing,36763,2018-02-10,
1447,Ayesha,,Male,Wah Cantt,Sales,109608,2021-08-24,9.7
1470,Zara,28,Female,Karachi,Engineering,181544,2024-02-02,3.8
1445,Iqra,40,Female,Karachi,Operations,139438,2025-09-29,1.2
1163,Amna,42,Female,Sialkot,Marketing,113631,2025-12-25,
1604,Ali,49,Male,,Marketing,83482,2025-01-11,14.1
1649,Sana,52,Male,Quetta,Operations,67031,2023-06-28,4.6
1261,Saad,,Female,Lahore,HR,89164,,7.0
1647,Ayesha,30,Female,Faisalabad,Sales,,2022-07-14,4.7
1544,Zara,50,Female,Multan,Marketing,,2019-06-06,2.1
1121,Hamza,48,Female,Peshawar,Engineering,143575,2020-06-01,2.3
1763,Ayesha,,Male,Wah Cantt,Engineering,179647,,
1706,Asad,45,Male,Wah Cantt,HR,,2023-02-07,12.5
1269,Hina,37,Female,Karachi,HR,132476,2018-08-01,12.5
1158,Hamza,23,Male,Multan,Operations,43163,2024-10-24,0.7
1115,Noor,26,Male,Lahore,Engineering,,2024-04-19,13.4
1094,Saad,36,Female,Faisalabad,Engineering,161670,2020-08-29,
1432,Ali,36,Female,Rawalpindi,Operations,181441,2023-08-23,6.8
1208,Sara,,Male,Islamabad,Support,52639,2024-08-29,8.9
1278,Junaid,24,,Quetta,Sales,103730,2018-06-13,19.0
1615,Junaid,23,Female,Multan,Marketing,,2019-10-21,5.7
1652,Iqra,41,Female,Karachi,Finance,147828,2022-04-21,6.3
1694,Ayesha,29,Female,Lahore,Support,109479,2019-11-21,
1135,Bilal,41,Female,Multan,Engineering,109487,,17.5
1718,Hina,32,Female,Karachi,Finance,164427,2020-08-19,11.1
1286,Anum,29,Female,Islamabad,Finance,93855,2020-10-13,18.3
1487,Sara,40,,Sialkot,Operations,166701,2019-09-20,13.5
1564,Hamza,35,Female,Peshawar,Finance,124875,,18.7
1519,Bilal,,Male,Lahore,Engineering,,2020-04-30,3.7
1205,Hina,28,Female,Quetta,Sales,133958,2018-11-25,2.7
1592,Adeel,34,Male,Faisalabad,Operations,85782,2019-09-04,10.0
1001,Sara,21,Male,Sialkot,HR,182127,2025-04-15,8.4
1288,Rizwan,49,Female,Lahore,Finance,179989,2018-02-02,
1169,Iqra,25,Female,Faisalabad,Support,,2024-10-14,
1655,Sana,57,Female,Multan,Operations,51101,2024-08-15,2.6
1578,Sana,47,Male,Sialkot,Engineering,35867,2025-09-24,
1297,Usman,25,Female,Islamabad,Operations,212519,2020-12-01,0.6
1634,Ayesha,33,Male,Quetta,HR,,2025-09-25,
1484,Zara,57,Female,Karachi,HR,,,18.4
1122,Ayesha,,Female,Peshawar,Finance,46905,,1.1
1784,Ali,28,Female,Wah Cantt,Support,114972,2020-09-10,16.2
1341,Hamza,39,Male,Multan,Marketing,,2022-07-14,13.6
1189,Zara,48,Female,Peshawar,Finance,176184,2024-04-21,
1273,Waleed,30,Female,Peshawar,Support,,2025-09-13,17.2
1219,Anum,,Female,Peshawar,Support,86430,2020-07-31,11.4
1662,Hamza,,Male,Islamabad,Support,89981,2018-11-11,10.1
1559,Mariam,50,Female,Rawalpindi,Finance,195704,2021-11-08,15.6
1414,Ali,35,Male,Wah Cantt,Operations,,,2.9
1593,Amna,22,Female,Multan,Support,148946,,16.1
1266,Waleed,42,Female,Islamabad,Operations,147628,2023-07-20,6.5
1676,Anum,48,Female,Rawalpindi,Engineering,55996,2023-04-14,18.5
1541,Waleed,,Female,Sialkot,Engineering,,2018-11-18,11.4
1267,Omar,,Male,Karachi,Operations,125109,2018-07-08,12.5
1311,Rabia,47,Male,Karachi,HR,,2019-12-20,6.1
1381,Ayesha,55,Female,Sialkot,Marketing,168935,2025-10-09,18.5
1562,Mahnoor,21,Female,Islamabad,Marketing,167538,2021-02-12,2.7
1043,Omar,25,Female,Quetta,Finance,73627,2018-07-09,
1577,Waleed,20,Male,Rawalpindi,Support,218515,,0.1
1031,Ali,41,Male,Islamabad,Engineering,179619,2024-04-16,2.2
1641,Bilal,,Male,Peshawar,Operations,85213,2019-12-05,0.1
1051,Mariam,37,Female,Wah Cantt,Engineering,123114,2019-11-08,
1531,Amna,41,Male,Sialkot,Engineering,43171,2022-03-17,
1777,Usman,50,Male,Peshawar,Support,,2024-07-30,
1552,Ali,55,Female,Multan,HR,96667,,7.9
1602,Talha,50,Male,Wah Cantt,Marketing,,2018-02-20,19.0
1583,Talha,27,Male,Quetta,Support,186872,2018-10-23,14.7
1172,Hina,48,Female,Sialkot,Support,,2019-08-12,17.2
1141,Fatima,50,Female,Multan,Engineering,156026,2022-04-14,10.5
1416,Sadia,50,Female,Karachi,Finance,187737,2024-12-27,5.3
1735,Bilal,25,Female,Multan,Finance,91304,2018-11-16,13.5
1043,Omar,25,Female,Quetta,Finance,73627,2018-07-09,
1150,Iqra,52,Female,Karachi,Engineering,158243,2025-02-16,19.6
1485,Rabia,40,Female,Karachi,Support,191036,,7.6
1481,Asad,,Female,Karachi,Operations,,2020-11-06,19.2
1571,Zara,34,Male,Rawalpindi,Finance,,2019-01-12,18.8
1479,Junaid,56,Male,Sialkot,Support,62289,2020-01-09,8.0
1418,Sadia,52,Male,Peshawar,Support,81510,,
1796,Junaid,20,Male,Sialkot,Sales,94658,2020-05-09,
1624,Rabia,46,Female,Islamabad,Support,143578,,1.7
1560,Kashif,52,,Karachi,Finance,127514,2021-03-30,
1030,Zain,41,Male,Rawalpindi,Operations,100829,2019-01-14,16.6
1668,Noor,22,Female,Rawalpindi,HR,42639,2021-02-11,3.5
1320,Usman,23,Male,Rawalpindi,Finance,,2023-05-22,1.9
1606,Mahnoor,,Male,Peshawar,Finance,48516,2022-04-18,9.3
1027,Kashif,40,Male,Quetta,Support,,2020-05-23,5.3
1230,Mahnoor,25,Female,Multan,Support,149580,2018-11-08,
1056,Hira,58,Female,Sialkot,Operations,186698,,13.5
1581,Sana,25,Male,Peshawar,Finance,85618,2024-08-25,9.8
1513,Bilal,52,Female,Rawalpindi,HR,138040,2021-08-17,0.5
1557,Saad,52,Female,Sialkot,Finance,43771,2024-05-16,14.1
1501,Mariam,29,Male,Rawalpindi,HR,58014,,17.5
1590,Kashif,46,Female,Quetta,Finance,191309,,19.0
1095,Fatima,38,Male,Faisalabad,Sales,183354,2024-10-19,16.7
1620,Usman,55,Female,Wah Cantt,Marketing,196879,2023-01-01,1.8
1498,Rizwan,40,Female,Lahore,Marketing,,2023-02-19,18.5
1087,Talha,29,Female,Multan,Engineering,61309,2019-02-13,18.2
1220,Sana,55,Male,Karachi,Operations,155803,2021-12-13,
1147,Rabia,58,Female,Rawalpindi,Sales,97295,2019-05-15,
1716,Sana,42,Female,Rawalpindi,Engineering,189051,2024-10-02,2.6
1268,Ali,27,Male,Quetta,Engineering,147145,2025-09-21,17.6
1213,Sadia,29,Female,Lahore,HR,,2023-12-11,7.8
1653,Kashif,49,Female,Karachi,HR,78029,2022-10-31,6.2
1640,Ali,25,Male,Rawalpindi,Marketing,127327,,
1000,Waleed,27,Male,Lahore,Engineering,71579,2025-08-03,1.7
1430,Hamza,45,Male,Lahore,Finance,170723,2025-11-22,
1086,Sadia,32,,Sialkot,Sales,142682,2021-07-27,14.1
1003,Ayesha,25,Female,Faisalabad,Marketing,193263,2018-06-27,10.7
1385,Ali,41,Male,Faisalabad,Support,,,16.9
1362,Kashif,37,Female,Wah Cantt,Engineering,64637,2025-10-22,19.6
1711,Junaid,49,Female,Rawalpindi,Marketing,65528,2019-09-17,19.3
1542,Asad,49,Male,Sialkot,HR,158350,2020-07-05,
1073,Bilal,34,,Rawalpindi,Finance,146447,2024-02-09,13.0
1176,Kashif,35,,Faisalabad,Operations,48248,,17.6
1293,Bilal,,Female,Faisalabad,Marketing,97068,2020-12-05,18.5
1401,Sana,48,Female,Quetta,Support,,2022-02-01,19.2
1529,Anum,50,Female,Karachi,HR,161221,2025-01-13,
1669,Rabia,51,Female,Islamabad,Support,192705,2018-09-18,17.9
1146,Saad,28,Male,Quetta,Engineering,55768,2020-11-14,
1422,Adeel,20,Male,Quetta,Support,142176,2019-03-13,
1360,Sadia,22,Female,Multan,Support,146672,2019-01-25,0.2
1466,Zain,43,Male,Rawalpindi,Marketing,200913,2021-08-22,3.3
1337,Sara,,Male,Quetta,Engineering,212653,2021-01-07,10.3
1272,Ayesha,40,Female,Peshawar,Operations,69903,2018-10-08,
1434,Junaid,41,Male,Faisalabad,HR,161345,2020-11-22,7.7
1154,Sana,36,Male,Multan,HR,47531,2021-01-24,16.0
1129,Hina,51,,Rawalpindi,Sales,,,6.5
1052,Iqra,21,,Karachi,HR,57006,2019-07-10,3.6
1520,Waleed,42,Male,Rawalpindi,HR,121798,2018-07-20,8.3
1478,Iqra,44,Male,Peshawar,HR,184429,2024-04-06,8.3
1096,Junaid,,Female,Quetta,HR,197762,2025-08-08,12.6
1265,Talha,52,Female,Quetta,Operations,,2018-01-11,14.6
1041,Amna,,,Quetta,Marketing,178638,2021-05-29,
1300,Zain,48,Male,Karachi,Sales,46192,2018-07-27,18.5
1639,Sara,24,Male,Karachi,Sales,192756,2024-08-03,3.7
1483,Zain,40,Male,Islamabad,Support,59716,2023-03-01,3.1
1537,Waleed,33,Male,Rawalpindi,Sales,,2021-07-31,13.4
1364,Sana,51,Female,Multan,Support,51603,2025-05-06,
1525,Hira,56,Male,Islamabad,,164107,2024-11-01,14.2
1047,Asad,37,Female,Islamabad,Marketing,106984,2018-11-14,4.7
1059,Asad,51,Female,Multan,Marketing,75105,2019-12-23,19.3
1435,Amna,34,Female,Faisalabad,Sales,218715,2020-10-13,1.9
1082,Asad,27,Female,Karachi,Support,165646,2023-09-16,8.3
1762,Mariam,51,Female,Faisalabad,,,2020-05-06,3.9
1296,Sadia,27,Female,Peshawar,HR,,2018-06-15,16.7
1587,Ayesha,37,Female,Lahore,Support,180072,2022-12-02,18.5
1392,Iqra,47,Male,Wah Cantt,Marketing,121957,2018-12-25,1.1
1409,Anum,43,Female,Quetta,Support,45460,2019-02-27,12.7
1426,Hira,23,Male,Lahore,Engineering,58878,,8.7
1348,Omar,23,Male,Faisalabad,Support,,2019-10-11,15.7
1233,Rabia,44,Female,Wah Cantt,Finance,36361,2022-12-27,15.2
1309,Zain,28,Female,Lahore,Engineering,40744,2024-07-30,
1788,Talha,52,Female,Multan,HR,81923,2025-12-28,10.5
1075,Saad,45,Male,Sialkot,,149755,2024-09-15,17.8
1616,Asad,29,Female,Rawalpindi,Support,,2019-06-03,5.2
1576,Saad,36,Female,Sialkot,Marketing,184774,2023-01-01,17.9
1357,Sana,,Male,Wah Cantt,Finance,128827,2021-04-24,0.8
1629,Hira,,Female,Karachi,Operations,102609,2025-10-14,
1346,Fahad,24,Male,Rawalpindi,Sales,213440,2023-12-11,8.3
1361,Amna,30,Female,Multan,Operations,59366,2021-11-04,2.3
1600,Sana,,Female,Sialkot,Engineering,38802,2020-10-07,
1185,Saad,33,Male,Quetta,Finance,51326,2023-10-26,11.2
1017,Mariam,57,Male,Sialkot,Engineering,95015,2018-05-09,1.4
1635,Saad,27,Male,Sialkot,Engineering,69401,2023-05-19,6.2
1719,Zara,36,Female,Karachi,Finance,51689,2022-10-30,12.4
1126,Hina,49,Male,Faisalabad,Operations,98783,2024-08-09,10.5
1684,Sadia,37,Female,Quetta,Marketing,148064,2024-09-23,19.9
1499,Sara,35,Female,Karachi,Operations,138127,2018-03-17,13.7
1415,Hamza,31,Male,Multan,Marketing,208472,2018-12-18,9.0
1709,Zara,45,Male,Multan,HR,38637,2019-04-04,13.9
1029,Ali,55,Female,Peshawar,Support,65258,2024-03-16,
1356,Amna,53,Male,Wah Cantt,Operations,,2019-04-28,2.3
1188,Iqra,37,Female,Wah Cantt,Operations,138424,2019-08-23,0.8
1352,Adeel,41,Male,Wah Cantt,Operations,129175,2019-11-07,0.4
